Prestadora,CNPJ,Número da Estação,Tipo da Estação,UF,Código da UF,Município,Código do Município,Logradouro,Latitude,Longitude,Frequência Inicial (MHz),Frequência Final (MHz),Azimute,Emissão
CLARO S.A.,40432544000147,690851294,FB,RS,43,Porto Alegre,4314902,"R QUINTINO BOCAÍUVA, 858, FLORESTA",-30.0257000000000000,-51.1976000000000000,1875.00000000,1877.50000000,120.0,200KM7W
CLARO S.A.,40432544000147,690851294,FB,RS,43,Porto Alegre,4314902,"R QUINTINO BOCAÍUVA, 858, FLORESTA",-30.0257000000000000,-51.1976000000000000,1875.00000000,1877.50000000,120.0,200KM7W
CLARO S.A.,40432544000147,690851294,FB,RS,43,Porto Alegre,4314902,"R QUINTINO BOCAÍUVA, 858, FLORESTA",-30.0257000000000000,-51.1976000000000000,1875.00000000,1877.50000000,260.0,200KM7W
CLARO S.A.,40432544000147,690851294,FB,RS,43,Porto Alegre,4314902,"R QUINTINO BOCAÍUVA, 858, FLORESTA",-30.0257000000000000,-51.1976000000000000,1875.00000000,1877.50000000,260.0,200KM7W
CLARO S.A.,40432544000147,690851294,FB,RS,43,Porto Alegre,4314902,"R QUINTINO BOCAÍUVA, 858, FLORESTA",-30.0257000000000000,-51.1976000000000000,1877.50000000,1880.00000000,20.0,200KM7W
CLARO S.A.,40432544000147,690851294,FB,RS,43,Porto Alegre,4314902,"R QUINTINO BOCAÍUVA, 858, FLORESTA",-30.0257000000000000,-51.1976000000000000,1877.50000000,1880.00000000,120.0,200KM7W
CLARO S.A.,40432544000147,690851294,FB,RS,43,Porto Alegre,4314902,"R QUINTINO BOCAÍUVA, 858, FLORESTA",-30.0257000000000000,-51.1976000000000000,1877.50000000,1880.00000000,120.0,200KM7W
CLARO S.A.,40432544000147,690851294,FB,RS,43,Porto Alegre,4314902,"R QUINTINO BOCAÍUVA, 858, FLORESTA",-30.0257000000000000,-51.1976000000000000,1877.50000000,1880.00000000,260.0,200KM7W
CLARO S.A.,40432544000147,690851294,FB,RS,43,Porto Alegre,4314902,"R QUINTINO BOCAÍUVA, 858, FLORESTA",-30.0257000000000000,-51.1976000000000000,1877.50000000,1880.00000000,260.0,200KM7W
CLARO S.A.,40432544000147,690851294,FB,RS,43,Porto Alegre,4314902,"R QUINTINO BOCAÍUVA, 858, FLORESTA",-30.0257000000000000,-51.1976000000000000,2630.00000000,2650.00000000,120.0,20M0G7W
CLARO S.A.,40432544000147,690851294,FB,RS,43,Porto Alegre,4314902,"R QUINTINO BOCAÍUVA, 858, FLORESTA",-30.0257000000000000,-51.1976000000000000,2630.00000000,2650.00000000,120.0,20M0G7W
CLARO S.A.,40432544000147,690851294,FB,RS,43,Porto Alegre,4314902,"R QUINTINO BOCAÍUVA, 858, FLORESTA",-30.0257000000000000,-51.1976000000000000,2630.00000000,2650.00000000,260.0,20M0G7W
CLARO S.A.,40432544000147,690851294,FB,RS,43,Porto Alegre,4314902,"R QUINTINO BOCAÍUVA, 858, FLORESTA",-30.0257000000000000,-51.1976000000000000,2125.00000000,2135.00000000,20.0,5M00G9W
CLARO S.A.,40432544000147,690851294,FB,RS,43,Porto Alegre,4314902,"R QUINTINO BOCAÍUVA, 858, FLORESTA",-30.0257000000000000,-51.1976000000000000,2125.00000000,2135.00000000,120.0,5M00D9W
CLARO S.A.,40432544000147,690851294,FB,RS,43,Porto Alegre,4314902,"R QUINTINO BOCAÍUVA, 858, FLORESTA",-30.0257000000000000,-51.1976000000000000,2125.00000000,2135.00000000,120.0,5M00G9W
CLARO S.A.,40432544000147,690851294,FB,RS,43,Porto Alegre,4314902,"R QUINTINO BOCAÍUVA, 858, FLORESTA",-30.0257000000000000,-51.1976000000000000,2125.00000000,2135.00000000,120.0,5M00G9W
CLARO S.A.,40432544000147,690851294,FB,RS,43,Porto Alegre,4314902,"R QUINTINO BOCAÍUVA, 858, FLORESTA",-30.0257000000000000,-51.1976000000000000,2125.00000000,2135.00000000,260.0,5M00D9W
CLARO S.A.,40432544000147,690851294,FB,RS,43,Porto Alegre,4314902,"R QUINTINO BOCAÍUVA, 858, FLORESTA",-30.0257000000000000,-51.1976000000000000,2125.00000000,2135.00000000,260.0,5M00D9W
CLARO S.A.,40432544000147,690851294,FB,RS,43,Porto Alegre,4314902,"R QUINTINO BOCAÍUVA, 858, FLORESTA",-30.0257000000000000,-51.1976000000000000,2125.00000000,2135.00000000,260.0,5M00D9W
CLARO S.A.,40432544000147,690851294,FB,RS,43,Porto Alegre,4314902,"R QUINTINO BOCAÍUVA, 858, FLORESTA",-30.0257000000000000,-51.1976000000000000,2125.00000000,2135.00000000,260.0,5M00D9W
CLARO S.A.,40432544000147,690851294,FB,RS,43,Porto Alegre,4314902,"R QUINTINO BOCAÍUVA, 858, FLORESTA",-30.0257000000000000,-51.1976000000000000,2125.00000000,2135.00000000,260.0,5M00G9W
CLARO S.A.,40432544000147,690851294,FB,RS,43,Porto Alegre,4314902,"R QUINTINO BOCAÍUVA, 858, FLORESTA",-30.0257000000000000,-51.1976000000000000,1820.00000000,1822.50000000,120.0,200KM7W
CLARO S.A.,40432544000147,690851294,FB,RS,43,Porto Alegre,4314902,"R QUINTINO BOCAÍUVA, 858, FLORESTA",-30.0257000000000000,-51.1976000000000000,1820.00000000,1822.50000000,120.0,200KM7W
CLARO S.A.,40432544000147,690851294,FB,RS,43,Porto Alegre,4314902,"R QUINTINO BOCAÍUVA, 858, FLORESTA",-30.0257000000000000,-51.1976000000000000,1820.00000000,1822.50000000,260.0,200KM7W
CLARO S.A.,40432544000147,690851294,FB,RS,43,Porto Alegre,4314902,"R QUINTINO BOCAÍUVA, 858, FLORESTA",-30.0257000000000000,-51.1976000000000000,1820.00000000,1822.50000000,260.0,200KM7W
CLARO S.A.,40432544000147,690851294,FB,RS,43,Porto Alegre,4314902,"R QUINTINO BOCAÍUVA, 858, FLORESTA",-30.0257000000000000,-51.1976000000000000,1822.50000000,1825.00000000,20.0,200KM7W
CLARO S.A.,40432544000147,690851294,FB,RS,43,Porto Alegre,4314902,"R QUINTINO BOCAÍUVA, 858, FLORESTA",-30.0257000000000000,-51.1976000000000000,1822.50000000,1825.00000000,20.0,200KM7W
CLARO S.A.,40432544000147,690851294,FB,RS,43,Porto Alegre,4314902,"R QUINTINO BOCAÍUVA, 858, FLORESTA",-30.0257000000000000,-51.1976000000000000,1822.50000000,1825.00000000,120.0,200KM7W
CLARO S.A.,40432544000147,690851294,FB,RS,43,Porto Alegre,4314902,"R QUINTINO BOCAÍUVA, 858, FLORESTA",-30.0257000000000000,-51.1976000000000000,1822.50000000,1825.00000000,260.0,200KM7W
CLARO S.A.,40432544000147,690851294,FB,RS,43,Porto Alegre,4314902,"R QUINTINO BOCAÍUVA, 858, FLORESTA",-30.0257000000000000,-51.1976000000000000,1870.00000000,1872.50000000,260.0,200KM7W
CLARO S.A.,40432544000147,690851294,FB,RS,43,Porto Alegre,4314902,"R QUINTINO BOCAÍUVA, 858, FLORESTA",-30.0257000000000000,-51.1976000000000000,1872.50000000,1875.00000000,20.0,200KM7W
CLARO S.A.,40432544000147,690851294,FB,RS,43,Porto Alegre,4314902,"R QUINTINO BOCAÍUVA, 858, FLORESTA",-30.0257000000000000,-51.1976000000000000,1872.50000000,1875.00000000,120.0,200KM7W
