Prestadora,CNPJ,Número da Estação,Tipo da Estação,UF,Código da UF,Município,Código do Município,Logradouro,Latitude,Longitude,Frequência Inicial (MHz),Frequência Final (MHz),Azimute,Emissão
AMAZONIA CELULAR S/A,02340278000133,9857,FB,MA,21,São Luís,2111300,"AV. SAO LUIS REI DE FRANCA,88,OLHO DAGUA",-2.4936111111110000,-44.2288888888888333,1830.00000000,1832.50000000,160.0,200KG7W
AMAZONIA CELULAR S/A,02340278000133,9857,FB,MA,21,São Luís,2111300,"AV. SAO LUIS REI DE FRANCA,88,OLHO DAGUA",-2.4936111111110000,-44.2288888888888333,952.50000000,955.00000000,70.0,200KG7W
AMAZONIA CELULAR S/A,02340278000133,9857,FB,MA,21,São Luís,2111300,"AV. SAO LUIS REI DE FRANCA,88,OLHO DAGUA",-2.4936111111110000,-44.2288888888888333,869.00000000,880.00000000,330.0,40K0F1D
AMAZONIA CELULAR S/A,02340278000133,9857,FB,MA,21,São Luís,2111300,"AV. SAO LUIS REI DE FRANCA,88,OLHO DAGUA",-2.4936111111110000,-44.2288888888888333,869.00000000,880.00000000,330.0,40K0F8W
AMAZONIA CELULAR S/A,02340278000133,9857,FB,MA,21,São Luís,2111300,"AV. SAO LUIS REI DE FRANCA,88,OLHO DAGUA",-2.4936111111110000,-44.2288888888888333,890.00000000,891.50000000,180.0,40K0F1D
AMAZONIA CELULAR S/A,02340278000133,9857,FB,MA,21,São Luís,2111300,"AV. SAO LUIS REI DE FRANCA,88,OLHO DAGUA",-2.4936111111110000,-44.2288888888888333,890.00000000,891.50000000,330.0,40K0F1E
AMAZONIA CELULAR S/A,02340278000133,9857,FB,MA,21,São Luís,2111300,"AV. SAO LUIS REI DE FRANCA,88,OLHO DAGUA",-2.4936111111110000,-44.2288888888888333,890.00000000,891.50000000,330.0,40K0F8W
AMAZONIA CELULAR S/A,02340278000133,9857,FB,MA,21,São Luís,2111300,"AV. SAO LUIS REI DE FRANCA,88,OLHO DAGUA",-2.4936111111110000,-44.2288888888888333,869.00000000,880.00000000,40.0,40K0F1D
AMAZONIA CELULAR S/A,02340278000133,9857,FB,MA,21,São Luís,2111300,"AV. SAO LUIS REI DE FRANCA,88,OLHO DAGUA",-2.4936111111110000,-44.2288888888888333,1830.00000000,1832.50000000,310.0,200KG7W
AMAZONIA CELULAR S/A,02340278000133,9857,FB,MA,21,São Luís,2111300,"AV. SAO LUIS REI DE FRANCA,88,OLHO DAGUA",-2.4936111111110000,-44.2288888888888333,1825.00000000,1827.50000000,310.0,200KG7W
