Número Estação;Operadora;SiglaUf;MUN;Bairro;Logradouro;Latitude;Longitude;IBGE;ClassInfraFisica;Tecs;Faixa
1000056357;CLARO;PA;Vitória do Xingu;LOTEAMENTO JARDIM DALL'ACQUA;R JOSÉ BURLAMAQUI MIRANDA, S/N, ;-2.89259;-52.01626;1508357;;2G 4G ;850 1800 
1000059500;CLARO;RJ;Duque de Caxias;ENGENHO DO PORTO;R OSWALDO CRUZ, 30, ;-22.79302;-43.31556;3301702;Greenfield Rooftop ;2G 3G 4G 5G ;700 850 1800 2100 2500 3500 
1000061105;VIVO;ES;Guarapari;ITAPEBUSSU;AVENIDA MARIO JORGE ASSEF, 110, RBR-NÃO;-20.663372;-40.503119;3202405;;2G 4G 5G ;700 850 1800 2100 2500 3500 
1000061989;VIVO;PE;Olinda;-;RUA PIQUI, 65. TABAJARA, , ;-7.97944;-34.86722;2609600;Greenfield ;2G ;1800 
1000062098;TIM;SP;São Paulo;JARDIM PAULISTA;ALAMEDA SANTOS, 1893, ;-23.560833;-46.659417;3550308;;2G 3G 4G 5G ;700 900 1800 2100 2500 3500 
1000062896;VIVO;MS;Sidrolândia;-;"RUA SANTA CATARINA, 541										,S/N,S/B, -, 0";-20.92889;-54.95917;5007901;;2G ;850 
1000063060;TIM;MG;Além Paraíba;ZONA RURAL;ESTRADA TERRA DO SANTO  FERREIRA, S/N, ;-21.86222;-42.67694;3101508;Greenfield ;2G 3G 4G ;700 850 1800 
1000063175;TIM;PE;Recife;IPUTINGA;Rua Filadelfia, 38, -;-8.036167;-34.940806;2611606;Greenfield ;2G 3G 4G 5G ;700 850 1800 2100 2500 3500 
1000063302;VIVO;SP;São José do Rio Preto;Residencial Nato Vetorasso;RUA CAROLINA DE MORAIS BAPTISTA, 2050, ;-20.794506;-49.43195;3549805;Greenfield Rooftop ;2G 3G 4G 5G ;700 850 1800 2100 2500 3500 
1000063469;VIVO;RS;São Leopoldo;SANTO ANDRE;RUA CORONEL BORDINI, 1141, S/N, ;-29.777491;-51.117651;4318705;Greenfield ;2G 3G 4G 5G ;700 850 1800 2100 2500 3500 
1000063485;VIVO;RS;Montenegro;CENTRO;VIA OESTE, S/N (ESQUINA VIA 2), S/N, ;-29.83294;-51.40968;4312401;Greenfield ;2G 3G 4G ;700 850 1800 2100 2500 
1000063523;CLARO;RJ;Belford Roxo;CENTRO;R COSTA LIMA, 119, Acesso pela R José Marques;-22.76144;-43.40424;3300456;Greenfield ;2G 3G 4G 5G ;700 850 1800 2100 2500 3500 
1000063558;CLARO;SP;Limeira;Roseira;RUA PAULO FACHARDO JUNQUEIRA, 410, ;-22.5922;-47.41154;3526902;Greenfield ;2G 3G 4G 5G ;700 850 1800 2100 2500 3500 
1000063850;TIM;PA;Belém;PARQUE VERDE;Rodovia Augusto Montenegro, 4300, Parque Shopping Belém - Loja 1004;-1.37;-48.44583;1501402;Greenfield ;3G 4G 5G ;1800 2100 2500 3500 
1000063990;VIVO;MG;Conquista;ROSÁRIO;RUA SERGIO MARQUES, S/N, ;-19.9425;-47.54194;3118205;Greenfield ;2G 3G 4G ;700 850 1800 2500 
1000064384;VIVO;SP;Iguape;CENTRO;Avenida do Icapara, 847, ;-24.684167;-47.463056;3520301;Greenfield ;2G 3G 4G ;700 850 1800 2100 2500 
1000064392;VIVO;SP;São Paulo;Vila Canero;RUA ATALAIA VELHA, 140, S/N, ;-23.565392;-46.571511;3550308;Greenfield ;2G 3G 4G 5G ;700 850 1800 2100 2500 3500 
1000064554;TIM;SP;São José dos Campos;Vl_Adyana;Praça Romão Gomes, 98, -;-23.1955;-45.89475;3549904;Rooftop ;2G 3G 4G 5G ;700 1800 2100 2500 3500 
1000064791;CLARO;RS;Capão da Canoa;CENTRO;AV PARAGUASSÚ, 3253, ;-29.76892;-50.02382;4304630;Greenfield ;3G 4G ;700 850 1800 2100 2500 
1000067804;TIM;PR;Medianeira;0;LINHA SANTA RITA,S/N,ZONA RURAL, 0, ;-25.197222;-54.069417;4115804;;3G ;850 
1000067871;TIM;PR;Realeza;ZONA RURAL;Rodovia BR182, Km 455, Realeza;-25.627583;-53.560694;4121406;;3G 4G ;700 850 2500 
1000067910;TIM;PR;Santa Cruz de Monte Castelo;ZONA RURAL;Estrada Escolar, S/N, Liga Sta Cruz Do Monte Castelo A Santa Esmeralda;-23.0263;-53.299258;4123303;;3G ;850 
1000068150;TIM;SC;Treze de Maio;ZONA RURAL;Estrada Geral Morro Das Pedras, S/N, -;-28.530778;-49.14475;4218400;;3G 4G ;700 850 
1000068290;TIM;PR;São Jorge do Ivaí;ZONA RURAL;Rodovia PR 554, S/N, Km 4,5;-23.396119;-52.263781;4125308;Greenfield ;3G 4G ;850 
1000068452;TIM;PR;Porto Vitória;CENTRO;Rua Linha Espingarda, S/N, Zona Rural;-26.17125;-51.223639;4120309;;2G 3G 4G ;700 850 1800 2100 
1000068797;TIM;PR;Rosário do Ivaí;0;ESTRADA ROSÁRIO DO IVAÍ PARA RIO BRANCO S/N, 0, ;-24.29192;-51.27178;4122651;Greenfield ;3G 4G ;700 850 
1000068851;TIM;PR;Icaraíma;ZONA RURAL;Estrada Icaraíma Ivate, S/N, Estrada Vila Rural Nova Esperança Km 06 Lote 01 Gleba 11;-23.3975;-53.559444;4109906;;3G 4G ;700 850 
1000068878;TIM;SC;Guarujá do Sul;ZONA RURAL;Colonia Linha Baixo Arara, S/N, -;-26.40278;-53.43972;4206603;;3G ;850 
1000068886;TIM;SC;Rodeio;-;Rua Professor Ernesto Pezzini ,439,Zona Rural, S/N, -;-26.85694;-49.31639;4215109;;3G ;850 
1000068908;TIM;PR;Siqueira Campos;ZONA RURAL;Estrada Para 3 Barras, S/N, Tres Barras - Hoje Sitio Santo Antonio;-23.567139;-49.818197;4126603;;3G ;850 
1000068916;TIM;SC;Itá;ZONA RURAL;Rodovia Sc 154, S/N, Linha Alvorada /Sc 465;-27.238167;-52.257722;4208005;;3G ;850 
1000068959;TIM;PR;Serranópolis do Iguaçu;ZONA RURAL;ESTRADA RURAL 100, S/N, ;-25.43944;-54.00722;4126355;Greenfield ;3G 4G ;700 850 2500 
1000068967;TIM;SC;Guarujá do Sul;-;Avenida João Pessoa S/N Esquina Com Rua 2, S/N, -;-26.37917;-53.52972;4206603;Greenfield ;3G 4G ;700 850 
1000069009;TIM;SC;Meleiro;ZONA RURAL;Rodovia Sc449, S/N, Comunidade Limeira;-28.863194;-49.586222;4210803;;3G 4G ;700 850 
1000069025;TIM;PR;Joaquim Távora;ZONA RURAL;ESTRADA VELHA DO JOÁ, S/N, ;-23.478495;-49.917097;4112801;;3G 4G ;700 850 1800 
1000069033;TIM;SC;São João do Oeste;ZONA RURAL;Rua Linha São Joao, S/N, Torre Da Tim Celular;-27.087444;-53.615778;4216255;;3G 4G ;700 850 
1000069092;TIM;SC;Palmeira;-;Avenida Alexandre Murara S/N Centro, S/N, -;-27.58528;-50.15833;4212056;Greenfield ;3G 4G ;700 850 
1000069122;TIM;PI;Teresina;NOSSA SENHORA DAS GRACAS;Rua Gabriel Ferreira, 871, -;-5.096361;-42.80775;2211001;Greenfield ;2G 3G 4G ;700 850 1800 2100 
1000069149;TIM;PR;Salto do Itararé;ZONA RURAL;Estrada Rural, S/N, Alecrim;-23.624861;-49.766944;4122909;Greenfield ;3G 4G ;700 850 2100 2500 
1000069190;TIM;PR;Quatro Pontes;ZONA RURAL;AVENIDA PRESIDENTE EPITÁCIO, 1165, ;-24.570642;-53.97117;4120853;Rooftop ;3G 4G 5G ;700 850 1800 3500 
1000069220;TIM;SC;Monte Carlo;ZONA RURAL;Rua Linha Butiazinho, S/N, Rural;-27.175197;-50.91155;4211058;;3G ;850 
1000069262;TIM;PR;Mandaguaçu;ZONA RURAL;Estrada Triunfo, S/N, ;-23.275972;-52.075694;4114104;;3G 4G ;700 850 1800 
1000069351;TIM;PR;Missal;ZONA RURAL;Estrada Linha Catarina, S/N, ;-25.107556;-54.219944;4116059;;3G 4G ;700 850 
1000069360;TIM;SC;Laurentino;ZONA RURAL;Estrada Geral Serra Laurentino, S/N, Serra Laurentino - Sitio Ibi;-27.174306;-49.707139;4209508;;3G 4G ;700 850 
1000069424;TIM;PR;Tamboara;0;ESTRADA RURAL 0, 0, ;-23.20806;-52.4925;4126702;Greenfield ;3G 4G ;700 850 
1000069440;TIM;SC;Palma Sola;ZONA RURAL;Linha Brasil, S/N, -;-26.372411;-53.364064;4212007;;3G ;850 
1000069475;TIM;PR;Marmeleiro;ZONA RURAL;Rodovia Br 280, S/N, Km 10;-26.196306;-53.084667;4115408;;2G 3G 4G ;850 1800 
1000069491;TIM;PR;Anahy;0;SITIO JB ESTRADA PEDRA REDONDA RAMAL 41 S/N, 0, ;-24.66306;-53.12861;4101051;Greenfield ;3G 4G ;700 850 
1000069548;TIM;SP;Restinga;ZONA RURAL;FAZENDA  RESTINGA NOSSA SENHORA FÁTIMA, S/N, ;-20.59461;-47.47419;3542701;Greenfield ;2G 3G 4G ;700 900 1800 2100 
1000069599;TIM;PR;Rio Branco do Ivaí;ZONA RURAL;Estrada Porto Espanhol, S/N, Fazenda Flori;-24.383525;-51.378211;4122172;;3G ;850 
1000069696;TIM;SP;São Paulo;ITAIM PAULISTA;Rua Monte Camberela, 386, -;-23.497556;-46.402639;3550308;Rooftop ;2G 3G 4G 5G ;700 900 1800 2100 2500 3500 
1000069700;TIM;PR;Jardim Olinda;0;RUA DOS LÍRIOS 0, 0, ;-22.54833;-52.03417;4112603;Greenfield ;3G 4G ;700 850 
1000069742;TIM;PR;Nova Prata do Iguaçu;ZONA RURAL;Rodovia Prefeito Setembrino Thomazi, S/N, ;-25.594944;-53.388917;4117255;;3G 4G ;700 850 
1000069750;TIM;PR;Maripá;0;RUA LINHA MARAVILHA S/N, 0, ;-24.4275;-53.80167;4115358;Rooftop ;3G 4G ;700 850 
1000069831;TIM;SC;Presidente Getúlio;ZONA RURAL;Estrada Geral Serra Dos Indios, S/N, Presidente Getúlio Vargas;-27.066444;-49.768889;4214003;;3G 4G ;700 850 
1000069840;TIM;PR;Pinhalão;ZONA RURAL;Estrada De Lavrinha Via Vila Decol Para Arapoti, S/N, ;-23.945389;-50.037611;4119202;;3G 4G ;850 1800 2100 
1000069866;TIM;PR;Vitorino;ZONA RURAL;Rod PR 158, S/N, Zona Rural;-26.281556;-52.811361;4128708;Greenfield ;3G 4G ;850 
1000069912;TIM;PR;Santa Lúcia;0;Rua Modestos Rios, S/N (esquina com Rua do Geranio, lote 02 quadra 36), 0, ;-25.402964;-53.570728;4123824;Greenfield ;3G 4G ;700 850 1800 
1000069955;TIM;PR;Ivaiporã;ZONA RURAL;Estrada Santa Barbara, S/N, -;-24.295639;-51.599367;4111506;;3G ;850 
1000070023;TIM;PR;Pontal do Paraná;IPANEMA;Avenida Itacolomi, S/N, ;-25.649806;-48.451278;4119954;;3G 4G 5G ;700 850 2100 2500 3500 
1000070090;TIM;PR;Ouro Verde do Oeste;ZONA RURAL;Linha Joao Cruz, S/N, Lt 26 - Zona Rural;-24.779639;-53.910611;4117453;;3G 4G ;700 850 
1000070520;CLARO;PI;Teresina;COROATÁ;ROD PI 113, S/N, KM 15-DATA BAIXA ESCURA / ESTRADA TERESINA-JOSÉ DE FREITAS-TERESINA;-4.95117;-42.64089;2211001;Greenfield ;2G 3G 4G ;850 1800 2500 
1000070635;CLARO;PE;São José do Belmonte;BOM NOME;R ANTONIO ALVES DE ARAUJO, S/N, ;-7.99667;-38.62311;2613503;Greenfield ;2G 3G 4G ;700 850 1800 2100 2500 
1000070759;TIM;RJ;Rio de Janeiro;BARRA DA TIJUCA;Avenida Embaixador Abelardo Bueno, 3401, -;-22.97611;-43.38944;3304557;Indoor ;2G 3G 4G ;1800 2100 
1000072883;VIVO;SP;Barueri;VILA BOA VISTA;RUA RIO GRANDE DO SUL, 105, ;-23.503267;-46.872997;3505708;Greenfield ;2G 3G 4G 5G ;700 850 1800 2100 2500 3500 
1000085519;VIVO;RS;Júlio de Castilhos;-;RUA ANTÔNIO CARBONE, ,66,Centro, , ;-29.2275;-53.68389;4311205;;3G ;850 
1000085535;VIVO;RS;Pinheiro Machado;-;BR 293 - TREVO DE ACESSO A PINHEIRO MACHADO,,S/N,Estrada, , ;-31.55556;-53.40917;4314506;;3G ;850 
1000085900;VIVO;RS;Canela;CENTRO;RUA JOSÉ PEDRO PIVA, S/N, ;-29.35889;-50.82528;4304408;Greenfield ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1000085918;VIVO;RS;Porto Alegre;PRAIA DE BELAS;AV. PADRE CACIQUE, 891, ;-30.06528;-51.23556;4314902;;2G 3G 4G ;850 1800 2100 2500 
1000087929;TIM;SC;Quilombo;ZONA RURAL;RUA LINHA SÃO BRAS, 11, ;-26.695722;-52.709972;4214201;;3G 4G ;850 
1000087996;TIM;SC;Santiago do Sul;ZONA RURAL;Estrada Geral Barra Do Leão, S/N, Fazendo Saudades Lote 09;-26.623417;-52.684;4215695;Greenfield ;3G 4G ;700 850 2100 
1000088062;TIM;PR;Nova Esperança do Sudoeste;ZONA RURAL;Rua  Rural, S/N, Cabeceira Da Barra Bonita, Linha Barra Bonita;-25.855;-53.20111;4116950;;3G ;850 
1000088151;TIM;SC;Lajeado Grande;ZONA RURAL;Rua Linha Feitosa, S/N, -;-26.844636;-52.571283;4209458;Greenfield ;3G 4G ;700 850 
1000088216;TIM;SC;Iraceminha;-;Linha São José Do Laranjal,S/N,Zona Rural, S/N, -;-26.864064;-53.371658;4207759;Greenfield ;3G 4G ;700 850 
1000088348;TIM;PR;Marilena;-;Estrada Água Da Marilena 0 Em Frente A Fecularia - Sítio Santa Helena, S/N, -;-22.72497;-53.03278;4115002;Greenfield ;2G 3G 4G 5G ;700 850 1800 3500 
1000088941;TIM;PR;Fênix;ZONA RURAL;Loteamento 49, S/N, Subdivisão Da Fazenda Corumbatai;-23.9125;-52.017444;4107702;;3G 4G ;700 850 
1000089018;TIM;PR;Iguatu;ZONA RURAL;Rua Paraná, 384, -;-24.7183;-53.0857;4110052;;3G 4G ;700 850 1800 
1000089123;TIM;PR;Ramilândia;ZONA RURAL;Estrada Rural S/N, S/N, -;-25.072961;-54.143231;4121257;;3G ;850 
1000093457;VIVO;SC;Chapecó;QUEDAS DO PALMITAL;RODOVIA SC 480, 272, RBR-NÃO;-27.18833;-52.64361;4204202;;2G 3G 4G ;700 850 1800 
1000094232;VIVO;RS;Frederico Westphalen;SANTO INÁCIO;RUA CARLOS GOMES, S/N, S/N;-27.34995;-53.38962;4308508;Greenfield ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1000094240;CLARO;PR;Londrina;HELENA;AV THEODORO VICTORELLI, 150, BOULEVARD LONDRINA SHOPPING;-23.3125;-51.14687;4113700;Indoor ;3G 4G 5G ;2100 2500 3500 
1000094275;VIVO;RS;Porto Alegre;São João;Rua Onze De Agosto, 56, ;-30.0066;-51.18703;4314902;Greenfield ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1000094283;VIVO;RS;Porto Alegre;RIO BRANCO;AVENIDA PROTÁSIO ALVES, 2000, RBR-NÃO;-30.04278;-51.18889;4314902;Greenfield ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1000094291;VIVO;RS;Porto Alegre;TERESÓPOLIS;Avenida Engenheiro Ludolfo Boehl, 205, ;-30.08056;-51.20944;4314902;;3G 4G ;850 2100 2500 
1000094313;VIVO;RS;Porto Alegre;SANTANA;Rua Veador Porto, 540, ;-30.04917;-51.19917;4314902;;3G 4G ;850 2100 2500 
1000094453;CLARO;PR;Londrina;PACAEMBU;AVENIDA AMÉRICO DEOLINDO GARLA, 224, LONDRINA NORTE SHOPPING;-23.28614;-51.15202;4113700;Indoor ;3G 4G 5G ;2100 2300 2500 
1000097274;VIVO;PR;Curitiba;UMBARÁ;AVENIDA PRESIDENTE GETÚLIO VARGAS, 1895 CLUBE ATLÉTICO, S/N, ;-25.448011;-49.276664;4106902;;2G 3G 4G ;850 1800 2100 2500 
1000097428;VIVO;MA;Raposa;CARCARAPI;RUA DO CARMO, S/N, ;-2.42556;-44.10083;2109452;Greenfield ;3G ;2100 
1000097762;VIVO;MA;Santa Luzia do Paruá;CENTRO;RUA COMERCIO, S/N, ;-2.51167;-45.78333;2110039;;2G ;900 1800 
1000097959;VIVO;MA;São Luís;CENTRO;Rua Nova, S/N, ;-2.62449;-44.26376;2111300;Greenfield ;2G 3G 4G ;1800 2100 
1000098009;CLARO;MG;Juiz de Fora;SÃO MATEUS;AV PRESIDENTE ITAMAR FRANCO, 3600, INDEPENDENCIA SHOPPING;-21.7804;-43.3602;3136702;Indoor ;3G 4G 5G ;1800 2100 2500 3500 
1000098017;VIVO;MA;São Luís;OLHO D ÁGUA;AVENIDA MAHIBA AZAR, 98A. OLHO D ÁGUA, 98A, ;-2.49139;-44.22083;2111300;Greenfield ;2G 4G ;1800 
1000098050;VIVO;MA;Paço do Lumiar;ALTO DO LARANJAL;RUA 2, S/N, QUADRA 2 LOTE 14;-2.55226;-44.14669;2107506;Greenfield ;2G 3G 4G ;1800 2100 
1000098564;CLARO;SP;Campinas;JARDIM IPAUSSURAMA;AV JOHN BOYD DUNLOP, 3900, ;-22.92501;-47.12782;3509502;Indoor ;3G 4G ;850 1800 2100 2500 
1000099110;VIVO;CE;Fortaleza;BOA VISTA;AV. ALBERTO CRAVEIRO, 2901, CASTELÃO;-3.8075;-38.5225;2304400;Indoor ;2G 3G 4G ;1800 2100 2500 
1000104068;CLARO;MG;Belo Horizonte;GAMELEIRA;RUA CID RABELO HORTA, 166, EXPOMINAS BH;-19.932;-43.99217;3106200;Greenfield ;3G 4G 5G ;700 1800 2100 2500 3500 
1000104335;CLARO;SP;São Bernardo do Campo;VILA MARLENE;AV KENNEDY, 700, GOLDEN SQUARE SHOPPING;-23.68362;-46.55723;3548708;Indoor ;3G 4G 5G ;850 1800 2300 2500 
1000104793;VIVO;ES;Divino de São Lourenço;ZONA RURAL;ESTRADA CAPARAÓ, S/N, SÍTIO CÓRREGO LIMO VERDE;-20.579916;-41.754224;3201803;;2G 3G 4G ;700 850 1800 2100 
1000104823;VIVO;ES;Guaçuí;-;Rua Aldomiro Souza Lima, S/N - caixa 3 Condominio Meireles,Quincas Machado, -, ;-20.76583;-41.67167;3202306;Greenfield ;3G 4G 5G ;700 850 2100 2500 3500 
1000109396;CLARO;SP;Campinas;VILA SAO BENTO;AV JOHN BOYD DUNLOP, 501, ;-22.91122;-47.09668;3509502;;2G 3G 4G ;700 850 1800 2100 2500 
1000109418;TIM;SC;Aurora;ZONA RURAL;Estrada Geral Chapadão, S/N, Aurora;-27.31556;-49.54333;4201901;;3G ;850 
1000109434;TIM;SC;Alto Bela Vista;ZONA RURAL;Rua Servidão Linha Alto Bela Vista, 200, -;-27.416889;-51.938194;4200754;Greenfield ;3G 4G ;700 850 1800 
1000115930;TIM;SC;Arvoredo;ZONA RURAL;Rodovia Sc 283, S/N, Alvoredo;-27.10175;-52.438444;4201653;;3G 4G ;700 850 
1000115981;TIM;SC;Braço do Norte;ZONA RURAL;Estrada Geral Rio Santo Antonio, S/N, Morro Do Azeitero - Braço Do Norte;-28.277889;-49.102083;4202800;;3G 4G ;700 850 
1000116082;TIM;SC;Agrolândia;ZONA RURAL;Estrada Fuma Do Lucio, S/N, -;-27.5225;-49.80361;4200200;Greenfield ;3G 4G ;850 
1000116848;TIM;SC;Coronel Freitas;ZONA RURAL;Rua Linha Colina Do Sol, S/N, Chacará 17;-26.907222;-52.712861;4204400;;3G 4G ;700 850 1800 
1000116880;TIM;SC;Caibi;ZONA RURAL;Passagem Passagem Linha Aparecida, S/N, Próx Br 158 - Km 124 - Torre Da Tim;-26.987969;-53.216842;4203105;Greenfield ;3G 4G ;850 
1000116945;TIM;SC;Celso Ramos;ZONA RURAL;RUA DOM DANIEL HOSTIN, 150, ;-27.63953;-51.33358;4204152;Greenfield ;3G 4G ;700 850 1800 
1000117160;TIM;SC;Bom Jesus do Oeste;CENTRO;Nucleo Linha Lageado Das Flores, S/N, Continuação Da Rua Irmãos Ambrósios;-26.68944;-53.09889;4202578;Greenfield ;3G 4G ;700 850 2100 
1000117186;TIM;SC;Chapadão do Lageado;-;Rua Alto Rio Saltinho, S/N, Chapadão Do Lageado;-27.616472;-49.583972;4204194;;3G 4G ;700 850 
1000117208;TIM;SC;Formosa do Sul;ZONA RURAL;Rua Linha São Miguel, S/N, Torre Da Tim;-26.65139;-52.78639;4205431;Greenfield ;3G 4G ;700 850 2100 
1000117259;TIM;SC;Capinzal;ZONA RURAL;Rodovia Eng Lineu Bonato, S/N, -;-27.43525;-51.666667;4203907;;3G 4G ;700 850 
1000117291;TIM;SC;Descanso;ZONA RURAL;Rua Prof Bernadina Ghizzi, S/N, Continuacao da Rua Irmaos Ambrosios;-26.895889;-53.499;4204905;;3G 4G ;850 1800 
1000117321;TIM;SC;Aurora;ZONA RURAL;Rua  Geral Morro Shultz, S/N, 0;-27.315083;-49.632056;4201901;;3G 4G ;700 850 2100 
1000117330;TIM;SC;Cunha Porã;ZONA RURAL;RUA LINHA SANTO ANTÔNIO, S/N, AQUISITADO;-26.856472;-53.20675;4204707;;3G 4G ;700 850 
1000117399;TIM;SC;Ermo;-;Rodovia Sc448 100 Centro Ermo Sc, S/N, -;-28.98389;-49.64111;4205191;Greenfield ;3G 4G ;700 850 
1000117410;TIM;PR;Bom Sucesso do Sul;0;ESTRADA MUNICIPAL DOM AGOSTINHO 0 KM 13, 0, ;-26.09694;-52.87583;4103222;Greenfield ;3G 4G ;700 850 
1000117429;TIM;SC;Flor do Sertão;-;Ladeira: Linha Pedra Brancaflor Do Sertão, S/N, -;-26.775;-53.34222;4205357;Greenfield ;3G 4G ;700 850 
1000117461;CLARO;DF;Brasília;ÁGUAS CLARAS;AV DAS ARAUCÁRIAS, LTS, 1835, 1905, 1955, 2005 - ÁGUAS CLARAS SHOPPING, S/N, ;-15.84186;-48.02393;5300108;Rooftop ;3G 4G 5G ;850 1800 2100 2300 2500 3500 
1000117470;TIM;SC;Barra Bonita;ZONA RURAL;Loteamento Parte Do Lote Rural, 218, 0;-26.639472;-53.431139;4202099;Greenfield ;3G 4G ;700 850 2100 
1000117488;TIM;PR;Bom Jesus do Sul;ZONA RURAL;Rua Linha Canarinho, S/N, -;-26.172556;-53.560111;4103156;;3G 4G ;700 850 
1000117500;TIM;SC;Coronel Freitas;ZONA RURAL;Rua Linha Antinhas, S/N, Rural;-26.88833;-52.77222;4204400;Greenfield ;3G 4G ;850 
1000117577;TIM;PR;Apucarana;0;RODOVIA BR 376 227 KM 227 CHÁCARA SÃO PEDRO, 0, ;-23.57556;-51.55167;4101408;Greenfield ;3G 4G ;850 1800 
1000117585;TIM;SC;Dona Emma;-;Estrada Geral,S/N,Zona Rural, S/N, -;-26.98333;-49.85806;4205100;;3G ;850 
1000117623;TIM;PR;Araruna;ZONA RURAL;CHACARA CHÁCARA SÃO GERALDO, S/N, ;-23.969;-52.5555;4101705;;3G 4G ;850 
1000117631;TIM;PR;Cruzeiro do Iguaçu;ZONA RURAL;Rodovia Santuario Pr 473, S/N, Lote 30 Da Gleba 43;-25.608306;-53.133333;4106571;;3G 4G ;700 850 2500 
1000117682;TIM;PR;Cambé;ZONA RURAL;Estrada Da Prata, S/N, Fazenda Sol Nascente;-23.179333;-51.283528;4103701;;3G 4G ;700 850 
1000118182;VIVO;SP;São Paulo;JARDIM GLORIA;RUA CORONEL DIOGO, 1429, COND. ED. MONUMENTO;-23.581133;-46.614992;3550308;Greenfield ;2G 3G 4G 5G ;700 850 1800 2100 2300 2500 3500 
1000118190;VIVO;SP;Jundiaí;VILA GUARANI;RUA AURORA GERMANO LEMOS, 303, CONDOMÍNIO EDIFÍCIO FLORENÇA;-23.176197;-46.912519;3525904;Greenfield Rooftop ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1000118204;VIVO;SP;Bragança Paulista;BOM RETIRO;RODOVIA PADRE ALDO BOLINI, S/N, KM 75 SP 63;-23.02238;-46.439747;3507605;;3G 4G ;700 850 2100 
1000118271;TIM;SC;Arabutã;ZONA RURAL;Rua Linha Pelotas, S/N, -;-27.142528;-52.17975;4201273;;3G 4G ;700 850 
1000118298;TIM;SC;Águas Frias;ZONA RURAL;Rua Linha Bela Vista, S/N, Parte Lote Rural, Nº 08;-26.879694;-52.853389;4200556;;3G 4G ;700 850 1800 2100 
1000120810;TIM;PR;Flor da Serra do Sul;ZONA RURAL;Rua Linha Tracutinga, S/N, -;-26.246556;-53.366858;4107850;;3G ;850 
1000120837;TIM;SC;Erval Velho;ZONA RURAL;Rua Br, S/N, Área Industrial;-27.30075;-51.401056;4205209;;3G 4G ;700 850 1800 
1000121167;TIM;RS;Rio Grande;CASSINO;Rua Jair Luiz Caumo, 34, -;-32.174286;-52.152556;4315602;;2G 3G 4G 5G ;1800 2100 3500 
1000121205;VIVO;RS;Porto Alegre;HUMAITÁ;RODOVIA BR 116, S/N, ;-29.97222;-51.19361;4314902;Greenfield ;3G 4G ;700 850 2100 2500 
1000130093;CLARO;SP;São Paulo;Itaquera;RUA MIGUEL INÁCIO CURI, 111, ARENA CORINTHIANS;-23.54537;-46.47356;3550308;Indoor ;2G 3G 4G 5G ;850 1800 2100 2300 2500 3500 
1000130107;TIM;DF;Brasília;ZONA INDUSTRIAL;Quadra SIG, S/N, Quadra 4;-15.78861;-47.91306;5300108;;2G 3G ;1800 2100 
1000130590;VIVO;RS;Porto Alegre;PASSO D'AREIA;AV ASSIS BRASIL ESQUINA RUA ROQUE COLAGE, S/N, ;-30.00984;-51.16058;4314902;;3G 4G 5G ;700 850 2100 2500 3500 
1000130794;VIVO;RS;Porto Alegre;CENTRO;AV. JÚLIO DE CASTILHOS, S/N, ;-30.02667;-51.22778;4314902;;3G 4G ;850 2100 2500 
1000130816;VIVO;RS;Porto Alegre;PRAIA DE BELAS;Avenida Edvaldo Pereira Paiva, S/N, ;-30.04444;-51.23333;4314902;;2G 3G 4G ;850 1800 2100 2500 
1000130867;VIVO;RS;Porto Alegre;CENTRO;Avenida Wenceslau Escobar, S/N, ;-30.11222;-51.255;4314902;;3G 4G ;850 2100 2500 
1000130891;VIVO;RS;Porto Alegre;Cidade Baixa;Rua da República, S/N, ;-30.0375;-51.22194;4314902;;3G 4G ;850 2100 2500 
1000131324;VIVO;AM;Manaus;CHAPADA;Avenida Pedro Teixeira, S/N, ;-3.08528;-60.02667;1302603;;3G 4G ;850 2100 2500 
1000131332;VIVO;AM;Manaus;DISTRITO INDUSTRIAL I;Praça Francisco Pereira da Silva, S/N, ;-3.1325;-59.98639;1302603;;3G 4G ;850 2100 2500 
1000131499;TIM;SP;Guarulhos;AGUA CHATA;RUA MIGUEL ALVES, 11, ;-23.429556;-46.398139;3518800;Greenfield ;2G 3G 4G 5G ;700 900 1800 2100 3500 
1000132037;VIVO;SP;São Paulo;PLANALTO PAULISTA;Alameda dos Quinimuras, 187, Edifício Serasa;-23.619664;-46.647069;3550308;Indoor ;3G 4G ;700 1800 2100 
1000132126;VIVO;SP;São Paulo;VILA NOVA CONCEIÇÃO;AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK, S/N, TÚNEL AYRTON SENNA B1;-23.586367;-46.673544;3550308;;2G 4G ;850 2500 
1000133203;TIM;PR;Bela Vista da Caroba;CENTRO;RUA RIO GRANDE DO NORTE, 799, ;-25.883028;-53.667722;4102752;Greenfield ;3G 4G ;700 850 2100 
1000133521;TIM;PR;Dois Vizinhos;ZONA RURAL;Rua Povoado Santa Lucia, S/N, Zona Rural;-25.846361;-53.109583;4107207;;3G 4G ;850 1800 
